,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
9209,MY13737,California,9386.75,No,Basic,High School or Below,2/11/11,Employed,M,42090,Rural,Married,119,0.0,61,0,3,Corporate Auto,Corporate L3,Offer1,Branch,203.35,SUV,Medsize,A
9211,UM15297,California,9640.53,No,Extended,Bachelor,1/27/11,Employed,F,30431,Rural,Married,122,6.0,16,0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133.47,SUV,Small,
9212,KC71643,Oregon,2463.24,No,Basic,High School or Below,1/17/11,Employed,M,99144,Suburban,Married,61,29.0,51,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,292.8,Four-Door Car,Medsize,
9213,LE85123,Oregon,19237.77,No,Basic,Bachelor,1/2/11,Employed,M,35624,Urban,Single,66,6.0,55,2,2,Personal Auto,Personal L1,Offer1,Call Center,227.45,Four-Door Car,Medsize,A
9214,XC43591,Oregon,12880.75,No,Premium,College,2/21/11,Employed,M,24571,Suburban,Married,109,21.0,22,0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,A
9215,HM20848,California,4594.29,No,Basic,High School or Below,2/6/11,Employed,F,39053,Suburban,Married,114,5.0,66,0,1,Personal Auto,Personal L1,Offer3,Agent,547.2,Sports Car,Medsize,
9216,UP30859,Nevada,7492.06,No,Basic,College,1/16/11,Employed,F,39815,Rural,Divorced,64,17.0,68,0,2,Special Auto,Special L3,Offer3,Branch,91.39,Four-Door Car,Medsize,
9219,SI48717,Oregon,14435.66,No,Extended,College,2/20/11,Employed,M,70600,Suburban,Divorced,122,26.0,5,1,2,Personal Auto,Personal L3,Offer2,Call Center,636.98,SUV,Medsize,A
9220,MB60322,Arizona,5332.46,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32.0,30,0,7,Special Auto,Special L2,Offer2,Branch,309.58,Four-Door Car,Medsize,
9221,BX20846,Oregon,3861.49,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0,1,Personal Auto,Personal L3,Offer2,Branch,281.11,Four-Door Car,Medsize,A
9224,FX78901,Oregon,16548.86,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33.0,26,0,2,Special Auto,Special L3,Offer2,Call Center,47.95,Four-Door Car,Medsize,A
9225,XQ81794,Arizona,5137.35,No,Basic,High School or Below,2/25/11,Employed,M,93872,Urban,Married,64,23.0,6,0,6,Personal Auto,Personal L3,Offer4,Web,206.5,Four-Door Car,Medsize,A
9226,IR57729,California,16547.64,No,Basic,High School or Below,1/7/11,Employed,M,46593,Rural,Married,70,3.0,81,0,2,Corporate Auto,Corporate L1,Offer2,Agent,129.15,Two-Door Car,Medsize,A
9227,RO73268,California,3211.07,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86,6.0,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,
9228,WH77063,Arizona,4351.55,No,Premium,High School or Below,2/9/11,Employed,F,74163,Suburban,Married,108,14.0,63,0,1,Personal Auto,Personal L1,Offer4,Agent,518.4,Four-Door Car,Small,
9229,TR88637,Arizona,8105.91,No,Basic,High School or Below,2/11/11,Employed,F,38893,Rural,Single,103,19.0,40,0,9,Personal Auto,Personal L1,Offer2,Agent,41.97,SUV,Small,A
9230,KZ60207,Arizona,5007.67,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31.0,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,A
9231,AF17671,Washington,7765.23,No,Extended,Bachelor,1/27/11,Employed,F,56337,Suburban,Married,97,26.0,25,0,3,Personal Auto,Personal L2,Offer4,Web,465.6,Four-Door Car,Medsize,
9232,TG36139,California,4679.98,No,Extended,High School or Below,2/10/11,Disabled,F,21720,Suburban,Single,128,5.0,7,0,1,Corporate Auto,Corporate L1,Offer4,Branch,837.91,SUV,Medsize,A
9233,TL60066,California,2397.04,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0,1,Personal Auto,Personal L1,Offer1,Branch,572.07,Four-Door Car,Medsize,
9234,VG57728,California,2692.06,No,Basic,High School or Below,1/8/11,Employed,M,92593,Rural,Single,68,4.0,53,0,1,Corporate Auto,Corporate L3,Offer1,Agent,8.44,Four-Door Car,Medsize,
9238,KP72427,Washington,21639.84,No,Basic,High School or Below,2/21/11,Employed,M,64455,Rural,Married,108,5.0,43,0,2,Personal Auto,Personal L3,Offer2,Agent,133.74,SUV,Medsize,
9239,WR53191,California,15120.21,No,Extended,Bachelor,2/16/11,Employed,F,20656,Suburban,Single,130,15.0,5,0,2,Corporate Auto,Corporate L2,Offer1,Web,706.11,SUV,Medsize,
9240,JP69867,Nevada,8512.13,No,Premium,College,2/19/11,Employed,M,61725,Suburban,Divorced,106,7.0,70,0,6,Personal Auto,Personal L3,Offer2,Call Center,508.8,Four-Door Car,Large,
9241,XP50892,Oregon,3940.12,No,Basic,High School or Below,2/3/11,Employed,M,92539,Rural,Single,100,1.0,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,25.71,SUV,Medsize,A
9242,ER20865,California,8652.65,No,Premium,Bachelor,2/1/11,Employed,M,65605,Urban,Married,111,2.0,72,2,7,Corporate Auto,Corporate L2,Offer3,Branch,377.78,Two-Door Car,Medsize,A
9243,HK15299,California,5479.85,No,Basic,High School or Below,1/28/11,Employed,M,38210,Suburban,Married,69,25.0,41,0,3,Personal Auto,Personal L2,Offer2,Agent,383.04,,,
9244,PU18983,Oregon,8608.16,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8.0,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,A
9245,NT40494,California,5074.25,No,Basic,High School or Below,2/27/11,Employed,F,66933,Urban,Married,63,8.0,0,0,6,Personal Auto,Personal L1,Offer1,Agent,160.52,Four-Door Car,Medsize,A
9247,JI42730,Arizona,3705.29,No,Extended,High School or Below,2/3/11,Employed,M,84493,Suburban,Married,92,29.0,19,0,1,Personal Auto,Personal L3,Offer4,Agent,441.6,Four-Door Car,Small,
9248,NK71023,Nevada,9942.3,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23.0,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,,,A
9249,PU92298,Arizona,7956.15,No,Basic,Bachelor,1/27/11,Medical Leave,F,22699,Suburban,Married,74,11.0,76,4,2,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize,
9250,JG83987,Arizona,6451.26,No,Extended,Bachelor,1/13/11,Employed,F,30857,Urban,Married,81,17.0,14,0,7,Personal Auto,Personal L3,Offer3,Web,309.16,Two-Door Car,Large,A
9251,MZ30958,Nevada,6715.59,No,Extended,High School or Below,2/25/11,Retired,M,21835,Suburban,Married,90,6.0,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,A
9252,IG80910,Oregon,3071.78,No,Extended,High School or Below,2/22/11,Employed,F,47528,Urban,Married,77,10.0,73,1,1,Personal Auto,Personal L3,Offer2,Agent,277.58,Four-Door Car,Medsize,A
9253,JV23769,Oregon,2725.36,Yes,Basic,Master,1/3/11,Employed,F,36650,Rural,Married,69,,70,0,1,Personal Auto,Personal L2,Offer2,Web,56.6,Four-Door Car,Large,
9254,HF62608,Oregon,6753.43,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15.0,58,0,3,Personal Auto,Personal L3,Offer1,Branch,77.52,Four-Door Car,Medsize,A
9255,OP43389,,8178.24,,Basic,College,1/28/11,Employed,F,29057,Suburban,Married,102,22.0,24,0,3,Corporate Auto,Corporate L3,Offer2,Agent,489.6,SUV,Medsize,A
9258,NH95163,Oregon,3707.28,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29.0,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.89,Four-Door Car,Medsize,
9259,KC32511,Oregon,5181.62,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0,6,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A
9261,GH54524,California,16973.74,No,Premium,High School or Below,2/7/11,Employed,M,69497,Rural,Married,142,30.0,31,0,2,Personal Auto,Personal L3,Offer4,Agent,92.29,SUV,Medsize,
9262,IK64989,Washington,4458.11,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,A
9265,MQ68407,Oregon,4376.36,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,,63,0,1,Personal Auto,Personal L3,Offer2,Agent,60.04,Four-Door Car,Medsize,
9266,NP23146,Arizona,5365.93,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33.0,37,0,4,Special Auto,Special L2,Offer3,Branch,211.52,Two-Door Car,Medsize,A
9267,BK57087,California,4347.16,No,Basic,College,1/1/11,Employed,F,38223,Suburban,Married,112,27.0,18,2,1,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Medsize,A
9269,VG68427,Arizona,5608.16,No,Basic,High School or Below,2/17/11,Employed,M,81914,Urban,Married,70,6.0,33,0,6,Corporate Auto,Corporate L2,Offer4,Branch,198.75,Four-Door Car,Medsize,A
9271,YA37626,Oregon,14616.37,No,Extended,Master,1/5/11,Employed,M,25358,Suburban,Single,126,1.0,13,0,2,Personal Auto,Personal L1,Offer4,Branch,750.59,,,
9272,HU81007,Oregon,8196.08,No,Basic,Bachelor,2/28/11,Disabled,F,21706,Suburban,Divorced,108,19.0,28,0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize,A
9274,HV83672,Oregon,28393.33,No,Extended,Bachelor,2/9/11,Employed,F,38772,Urban,Married,90,8.0,87,0,2,Personal Auto,Personal L1,Offer1,Branch,321.87,Four-Door Car,Medsize,
9276,EL89222,California,8609.16,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289.04,SUV,Medsize,
9278,EX63393,California,6314.49,No,Extended,Master,2/27/11,Employed,F,66947,Suburban,Married,78,13.0,12,0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,Small,
9279,UX71137,Washington,8875.97,No,Premium,Doctor,2/5/11,Employed,F,69205,Urban,Married,110,20.0,56,0,6,Personal Auto,Personal L3,Offer2,Web,372.36,Four-Door Car,Medsize,A
9282,HH15953,California,3013.44,No,Extended,Bachelor,2/20/11,Disabled,M,21353,Suburban,Divorced,80,28.0,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,
9284,PU25891,Oregon,9618.31,No,Basic,High School or Below,1/11/11,Employed,F,80536,Rural,Married,119,5.0,83,0,3,Special Auto,Special L2,Offer1,Branch,53.8,Sports Car,Medsize,
9285,TE31876,California,11814.53,No,Basic,High School or Below,2/21/11,Employed,F,41004,Suburban,Married,102,15.0,26,3,2,Personal Auto,Personal L3,Offer1,Call Center,489.6,Sports Car,Large,
9288,HY49431,California,3289.13,No,Extended,Bachelor,2/26/11,Employed,F,21947,Urban,Married,83,17.0,66,0,1,Personal Auto,Personal L1,Offer3,Branch,366.91,Four-Door Car,Medsize,
9289,UP31333,Washington,13869.93,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0,2,Corporate Auto,Corporate L3,Offer2,Branch,612.3,SUV,Small,
9291,GV68933,Arizona,7679.68,No,Basic,High School or Below,2/23/11,Disabled,M,12677,Suburban,Married,101,21.0,18,0,9,Personal Auto,Personal L3,Offer1,Call Center,500.63,SUV,Medsize,A
9292,IS95398,Nevada,8444.84,No,Basic,Bachelor,2/7/11,Employed,F,76352,Urban,Single,109,17.0,9,2,4,Personal Auto,Personal L2,Offer1,Agent,501.84,SUV,Small,A
9293,OT49339,Oregon,8432.82,No,Basic,College,2/26/11,Disabled,M,21052,Urban,Married,111,12.0,55,0,5,Corporate Auto,Corporate L3,Offer2,Call Center,453.58,SUV,Medsize,
9294,CE10235,California,3409.68,No,Extended,Bachelor,1/31/11,Employed,F,85023,Suburban,Married,85,4.0,69,0,1,Personal Auto,Personal L1,Offer2,Agent,408.0,Four-Door Car,Medsize,
9295,HE15857,Washington,6186.27,No,Extended,Bachelor,2/18/11,Employed,M,37138,Suburban,Single,83,12.0,1,2,9,Personal Auto,Personal L3,Offer1,Call Center,417.28,Two-Door Car,Medsize,A
9296,YU86594,Oregon,5333.04,No,Basic,High School or Below,2/10/11,Employed,M,55674,Rural,Married,66,,95,0,3,Personal Auto,Personal L3,Offer1,Branch,81.71,Four-Door Car,Medsize,A
9297,WX31658,Arizona,7218.02,No,Basic,Doctor,1/10/11,Employed,F,32312,Urban,Married,61,29.0,31,3,2,Personal Auto,Personal L2,Offer3,Call Center,276.59,Two-Door Car,Medsize,
9300,LW43630,California,9628.7,No,Extended,Bachelor,1/6/11,Employed,F,71269,Urban,Married,80,28.0,85,0,2,Personal Auto,Personal L2,Offer1,Branch,350.69,Four-Door Car,Medsize,A
9301,VE75717,,4868.81,,Extended,High School or Below,2/20/11,Employed,F,31447,Suburban,Married,121,12.0,16,0,1,Personal Auto,Personal L3,Offer1,Web,580.8,SUV,Large,
9302,AT31367,California,6273.91,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A
9305,IV84135,California,9429.08,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6.0,52,4,2,Personal Auto,Personal L3,Offer4,Agent,108.7,Four-Door Car,Medsize,A
9306,FL50532,Arizona,8237.25,No,Basic,Master,2/28/11,Employed,M,48866,Suburban,Married,103,5.0,76,0,3,Personal Auto,Personal L1,Offer3,Web,494.4,Sports Car,Medsize,
9307,ZX93551,Arizona,2867.31,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,
9308,XZ81226,Arizona,6446.92,No,Extended,Bachelor,1/1/11,Employed,F,43478,Suburban,Married,80,27.0,79,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,A
9309,RW24925,Oregon,31920.77,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29.0,82,0,2,Personal Auto,Personal L3,Offer2,Branch,129.99,SUV,Medsize,A
9310,QS83113,Oregon,5032.39,No,Basic,Bachelor,1/10/11,Employed,M,30735,Suburban,Married,63,4.0,43,0,7,Personal Auto,Personal L3,Offer1,Agent,307.08,Two-Door Car,Small,A
9312,BQ51616,Oregon,7263.6,No,Basic,High School or Below,2/22/11,Employed,F,86732,Rural,Married,180,0.0,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,204.37,Luxury SUV,Medsize,A
9313,LD75023,Oregon,26346.09,No,Extended,High School or Below,1/20/11,Employed,M,48268,Suburban,Divorced,223,28.0,26,0,2,Personal Auto,Personal L2,Offer1,Web,1605.6,,,A
9314,JN55850,California,7035.76,No,Extended,Doctor,1/22/11,Employed,M,77235,Urban,Married,87,2.0,68,0,5,Personal Auto,Personal L3,Offer2,Branch,310.16,Two-Door Car,Medsize,
9315,YC63458,California,5893.37,No,Basic,Bachelor,1/22/11,Employed,F,86498,Rural,Married,74,13.0,13,1,5,Personal Auto,Personal L2,Offer3,Agent,8.53,Two-Door Car,Medsize,A
9317,XA75063,Oregon,10213.56,No,Extended,College,1/9/11,Employed,F,39719,Suburban,Divorced,131,1.0,57,0,3,Personal Auto,Personal L3,Offer1,Agent,628.8,Sports Car,Medsize,A
9318,WV57524,Oregon,10208.93,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,,,
9319,KM65135,Oregon,4763.33,No,Basic,College,2/28/11,Disabled,M,14957,Suburban,Single,66,24.0,68,0,8,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,
9321,KQ98040,California,7996.6,No,Extended,Bachelor,2/28/11,Employed,F,70061,Suburban,Married,99,2.0,57,0,3,Corporate Auto,Corporate L2,Offer3,Agent,699.52,Four-Door Car,Small,A
9322,UJ79253,Oregon,21850.84,No,Extended,College,2/17/11,Employed,F,51056,Rural,Married,78,27.0,86,0,2,Personal Auto,Personal L1,Offer3,Branch,95.82,Four-Door Car,Large,
9323,MT41386,Washington,2875.43,No,Basic,Bachelor,2/2/11,Employed,M,84768,Rural,Married,72,6.0,31,0,1,Personal Auto,Personal L3,Offer4,Agent,110.48,Two-Door Car,Medsize,A
9324,YL91587,Arizona,2374.15,No,Basic,High School or Below,2/6/11,Employed,M,48911,Suburban,Single,61,15.0,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large,A
9326,MS18916,California,3508.57,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1,1,Personal Auto,Personal L1,Offer2,Branch,1176.28,Four-Door Car,Small,
9327,SN69015,,6371.32,,Extended,College,1/4/11,Employed,M,23797,Suburban,Married,81,10.0,57,0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize,A
9328,SU86402,Arizona,6568.76,No,Extended,High School or Below,1/30/11,Disabled,F,25876,Suburban,Married,83,29.0,46,0,3,Personal Auto,Personal L3,Offer1,Branch,398.4,Two-Door Car,Medsize,
9329,WP58340,Arizona,10963.96,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,,91,0,1,Personal Auto,Personal L2,Offer1,Agent,1324.8,Luxury SUV,Medsize,
9331,XK84089,California,2619.34,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.58,Two-Door Car,Medsize,
9333,LN55080,Oregon,17732.46,No,Basic,Bachelor,2/14/11,Employed,F,42191,Rural,Married,74,2.0,43,1,2,Special Auto,Special L2,Offer1,Call Center,68.65,Two-Door Car,Medsize,A
9336,AT33529,California,2776.75,No,Basic,Doctor,1/8/11,Employed,F,30893,Rural,Divorced,70,25.0,13,0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.42,Four-Door Car,Medsize,A
9338,HS28694,Washington,2829.86,No,Basic,High School or Below,2/19/11,Employed,F,25317,Rural,Married,71,15.0,97,0,1,Personal Auto,Personal L2,Offer4,Branch,50.42,Two-Door Car,Medsize,
9339,WK64739,Arizona,2359.42,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0,1,Corporate Auto,Corporate L3,Offer1,Web,352.39,Four-Door Car,Medsize,
9340,MR39613,California,36860.91,No,Extended,Bachelor,2/1/11,Medical Leave,M,22854,Suburban,Married,122,28.0,53,0,2,Special Auto,Special L2,Offer1,Branch,878.4,Sports Car,Small,
9341,LQ50657,Arizona,3644.83,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0,1,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Large,A
9342,NA14154,California,5044.86,No,Basic,Bachelor,1/24/11,Employed,M,59292,Urban,Married,64,14.0,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.49,,,A
9343,UT88283,Arizona,2775.08,No,Basic,College,1/22/11,Disabled,F,29051,Rural,Married,73,31.0,79,0,1,Personal Auto,Personal L3,Offer1,Agent,153.2,Two-Door Car,Medsize,
9344,WA67245,Oregon,22093.62,No,Premium,High School or Below,1/12/11,Employed,F,24193,Urban,Married,185,26.0,79,0,2,Personal Auto,Personal L3,Offer1,Branch,785.37,Sports Car,Medsize,
9346,SO55284,Nevada,8646.5,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3.0,44,0,3,Personal Auto,Personal L1,Offer2,Branch,369.82,SUV,Large,
9347,KH93988,Oregon,7708.88,No,Extended,College,1/5/11,Employed,F,71134,Rural,Married,98,21.0,95,3,8,Personal Auto,Personal L3,Offer1,Web,196.37,Two-Door Car,Medsize,A
9348,KK15032,Arizona,2702.38,No,Basic,High School or Below,2/3/11,Employed,F,46370,Suburban,Married,68,28.0,86,1,1,Personal Auto,Personal L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9349,FG91922,Arizona,40224.01,No,Basic,Master,2/7/11,Employed,M,48587,Suburban,Married,111,7.0,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,A
9350,BN74259,Arizona,2833.8,No,Basic,High School or Below,2/21/11,Employed,M,45360,Suburban,Divorced,73,16.0,71,0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Medsize,
9351,IE57921,California,4726.87,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839.35,SUV,Small,A
9352,DA74095,Arizona,6102.31,No,Premium,Bachelor,2/18/11,Employed,F,42800,Suburban,Married,153,4.0,11,1,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,Sports Car,Medsize,A
9353,WO83615,Nevada,5395.43,No,Extended,Bachelor,2/21/11,Employed,M,44047,Suburban,Married,137,12.0,38,0,1,Corporate Auto,Corporate L3,Offer2,Branch,969.23,Sports Car,Medsize,
9355,FU65756,Arizona,8177.05,No,Basic,College,2/12/11,Employed,F,54695,Suburban,Married,103,6.0,94,0,5,Personal Auto,Personal L3,Offer1,Branch,494.4,SUV,Medsize,
9356,XU35186,California,2749.41,No,Basic,High School or Below,1/22/11,Employed,F,71445,Suburban,Single,70,6.0,95,2,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize,A
9357,RQ19236,Arizona,8042.8,No,Basic,Doctor,1/5/11,Employed,M,55411,Urban,Married,100,24.0,53,0,4,Personal Auto,Personal L2,Offer2,Web,259.56,Sports Car,Medsize,
9358,PD32641,Oregon,5785.22,No,Basic,College,1/24/11,Employed,M,31320,Urban,Married,72,30.0,95,0,5,Personal Auto,Personal L3,Offer1,Branch,293.87,Four-Door Car,Medsize,
9361,OI44122,California,8845.19,No,Basic,Bachelor,2/14/11,Employed,M,45600,Suburban,Married,113,6.0,96,0,3,Personal Auto,Personal L2,Offer1,Agent,617.94,SUV,Medsize,
9362,TX17484,California,15182.28,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12.0,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.77,Four-Door Car,Large,A
9363,YB91420,Oregon,7851.35,No,Basic,Bachelor,2/2/11,Employed,F,32225,Suburban,Married,66,23.0,90,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,A
9364,YP47665,Washington,5408.91,No,Basic,Doctor,1/25/11,Employed,M,80192,Rural,Married,67,22.0,24,0,7,Personal Auto,Personal L3,Offer2,Agent,95.19,Four-Door Car,Medsize,A
9366,VY90611,California,2499.04,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63,22.0,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.62,Two-Door Car,Small,A
9367,SV28347,California,8485.33,No,Basic,High School or Below,2/14/11,Employed,M,32607,Suburban,Single,111,27.0,79,1,8,Corporate Auto,Corporate L3,Offer2,Branch,532.8,SUV,Medsize,A
9373,IK96366,California,5551.4,No,Extended,College,2/22/11,Employed,M,36918,Suburban,Divorced,76,28.0,77,3,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Medsize,
9374,IB59831,Oregon,15512.56,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0.0,7,0,2,Corporate Auto,Corporate L2,Offer1,Agent,638.4,SUV,Small,A
9375,PY42157,Washington,2472.25,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31.0,96,0,1,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Large,A
9376,PZ31902,Arizona,5797.6,No,Basic,Bachelor,2/22/11,Employed,F,69276,Urban,Married,74,14.0,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.33,Two-Door Car,Medsize,
9377,GN61665,Arizona,10934.74,No,Extended,Bachelor,2/13/11,Employed,M,47170,Suburban,Married,139,4.0,57,0,3,Corporate Auto,Corporate L3,Offer3,Agent,667.2,Sports Car,Medsize,
9378,KI18648,Arizona,8084.85,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10.0,38,0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9379,UO48558,California,2993.12,No,Extended,High School or Below,2/21/11,Employed,M,23277,Suburban,Married,77,14.0,68,2,1,Corporate Auto,Corporate L1,Offer1,Branch,369.6,Four-Door Car,Medsize,
9380,CC94413,Oregon,5701.28,No,Basic,Bachelor,1/16/11,Employed,F,41154,Suburban,Married,72,6.0,7,1,8,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Small,A
